event_id,flight_id,event_type,severity,event_time
E0000682,F001223,BATTERY_DROP,LOW,2025-10-11 19:18:37.207023
E0000683,F001924,BATTERY_DROP,HIGH,2025-09-30 18:09:39.063516
E0000684,F000992,COMMS_LOSS,LOW,2025-11-05 05:53:03.396847
E0000685,F001721,COMMS_LOSS,LOW,2025-10-07 10:41:49.134935
E0000686,F001557,MOTOR_TEMP_HIGH,MEDIUM,2025-09-17 01:31:47.610429
E0000687,F001123,MOTOR_TEMP_HIGH,LOW,2025-10-04 13:23:53.338035
E0000688,F001609,GPS_GLITCH,HIGH,2025-10-06 12:32:06.649432
E0000689,F000804,COMMS_LOSS,LOW,2025-11-25 07:34:27.002420
E0000690,F000886,WIND_ALERT,LOW,2025-10-14 21:12:28.059725
E0000691,F001474,COMMS_LOSS,LOW,2025-09-11 22:08:27.853721
E0000692,F001278,GPS_GLITCH,HIGH,2025-10-24 00:33:36.956779
E0000693,F001056,MOTOR_TEMP_HIGH,MEDIUM,2025-11-19 03:00:51.697904
E0000694,F000867,BATTERY_DROP,LOW,2025-11-12 00:00:28.734204
E0000695,F001952,GPS_GLITCH,LOW,2025-11-24 14:07:34.982150
E0000696,F000132,GPS_GLITCH,LOW,2025-10-13 01:05:12.207513
E0000697,F000111,GPS_GLITCH,LOW,2025-09-14 00:23:59.843757
E0000698,F000959,GPS_GLITCH,MEDIUM,2025-09-14 13:44:21.969426
E0000699,F000069,COMMS_LOSS,LOW,2025-10-11 10:45:48.834329
E0000700,F000682,BATTERY_DROP,LOW,2025-11-01 06:37:00.073494
E0000701,F001138,COMMS_LOSS,LOW,2025-10-06 10:22:51.515432
E0000702,F000811,WIND_ALERT,MEDIUM,2025-10-25 23:56:43.151807
E0000703,F000407,MOTOR_TEMP_HIGH,MEDIUM,2025-10-06 10:25:28.257275
E0000704,F000570,MOTOR_TEMP_HIGH,MEDIUM,2025-11-22 19:41:26.965447
E0000705,F001209,COMMS_LOSS,MEDIUM,2025-11-22 09:06:42.111195
E0000706,F001903,GPS_GLITCH,CRITICAL,2025-10-18 19:59:54.700823
E0000707,F001563,BATTERY_DROP,LOW,2025-11-22 03:21:59.189983
E0000708,F001095,MOTOR_TEMP_HIGH,HIGH,2025-09-04 16:30:03.343218
E0000709,F000277,HARD_LANDING,MEDIUM,2025-11-02 11:41:02.631822
E0000710,F000486,HARD_LANDING,LOW,2025-11-06 08:12:34.583905
E0000711,F000882,HARD_LANDING,HIGH,2025-09-07 23:49:40.641053
E0000712,F000494,COMMS_LOSS,MEDIUM,2025-11-11 08:26:23.248900
E0000713,F001378,MOTOR_TEMP_HIGH,MEDIUM,2025-09-18 05:23:42.094544
E0000714,F000733,HARD_LANDING,LOW,2025-11-07 01:54:22.592275
E0000715,F001668,HARD_LANDING,LOW,2025-10-31 14:46:36.208138
E0000716,F000539,MOTOR_TEMP_HIGH,HIGH,2025-11-26 07:19:50.507325
E0000717,F000993,WIND_ALERT,LOW,2025-10-03 23:59:26.829411
E0000718,F001429,HARD_LANDING,LOW,2025-11-13 04:39:08.088376
E0000719,F000413,MOTOR_TEMP_HIGH,LOW,2025-11-18 18:12:52.945460
E0000720,F001523,GPS_GLITCH,LOW,2025-10-31 23:46:10.898305
E0000721,F001172,GPS_GLITCH,HIGH,2025-11-03 21:10:52.168481
E0000722,F001296,COMMS_LOSS,MEDIUM,2025-11-10 04:03:03.003688
E0000723,F000910,GPS_GLITCH,HIGH,2025-09-07 21:53:37.644124
E0000724,F001871,MOTOR_TEMP_HIGH,LOW,2025-09-29 17:23:30.064466
E0000725,F001544,MOTOR_TEMP_HIGH,LOW,2025-11-24 13:27:24.280040
E0000726,F000385,HARD_LANDING,LOW,2025-11-22 21:19:10.723603
E0000727,F001112,HARD_LANDING,LOW,2025-09-20 23:27:43.869333
E0000728,F001807,COMMS_LOSS,MEDIUM,2025-10-25 17:45:26.680007
E0000729,F000559,BATTERY_DROP,LOW,2025-09-16 10:18:42.513303
E0000730,F001073,GPS_GLITCH,LOW,2025-11-05 22:11:53.726203
E0000731,F001509,COMMS_LOSS,HIGH,2025-10-24 14:49:50.479876
E0000732,F000547,GPS_GLITCH,MEDIUM,2025-11-11 13:48:20.793732
E0000733,F001036,MOTOR_TEMP_HIGH,LOW,2025-10-25 17:17:36.089219
E0000734,F001106,WIND_ALERT,MEDIUM,2025-09-22 18:35:32.342094
E0000735,F000356,MOTOR_TEMP_HIGH,LOW,2025-09-11 06:04:40.811969
E0000736,F000356,MOTOR_TEMP_HIGH,HIGH,2025-09-11 05:50:00.073336
E0000737,F001127,COMMS_LOSS,MEDIUM,2025-09-10 20:09:03.508839
E0000738,F000358,HARD_LANDING,LOW,2025-11-26 15:14:58.734929
E0000739,F001897,BATTERY_DROP,LOW,2025-11-20 07:50:27.442459
E0000740,F001048,MOTOR_TEMP_HIGH,LOW,2025-09-16 08:09:02.338513
E0000741,F001412,GPS_GLITCH,MEDIUM,2025-11-20 17:05:01.966069
E0000742,F000794,MOTOR_TEMP_HIGH,LOW,2025-10-12 13:40:33.359475
E0000743,F000598,BATTERY_DROP,MEDIUM,2025-10-28 02:31:45.696112
E0000744,F000974,MOTOR_TEMP_HIGH,LOW,2025-11-05 02:16:55.652852
E0000745,F001422,COMMS_LOSS,LOW,2025-11-27 03:39:40.781928
E0000746,F000796,GPS_GLITCH,LOW,2025-11-02 04:33:46.316664
E0000747,F000566,MOTOR_TEMP_HIGH,LOW,2025-11-01 03:18:46.133882
E0000748,F000288,GPS_GLITCH,LOW,2025-11-14 08:09:56.374790
E0000749,F001086,BATTERY_DROP,MEDIUM,2025-11-13 22:42:41.189264
E0000750,F001360,GPS_GLITCH,HIGH,2025-10-24 18:37:54.366500
E0000751,F001054,GPS_GLITCH,LOW,2025-11-12 06:09:26.143074
E0000752,F000510,WIND_ALERT,MEDIUM,2025-10-20 18:46:47.377344
E0000753,F000495,WIND_ALERT,LOW,2025-11-25 09:50:42.791831
E0000754,F000755,COMMS_LOSS,MEDIUM,2025-10-26 11:17:05.088442
E0000755,F000696,MOTOR_TEMP_HIGH,LOW,2025-09-27 00:05:23.812467
E0000756,F000408,COMMS_LOSS,MEDIUM,2025-11-14 13:09:33.611630
E0000757,F001885,HARD_LANDING,LOW,2025-10-01 20:18:41.990933
E0000758,F000660,MOTOR_TEMP_HIGH,LOW,2025-11-06 10:36:47.567828
E0000759,F000502,GPS_GLITCH,MEDIUM,2025-10-12 10:54:13.786818
E0000760,F001214,COMMS_LOSS,LOW,2025-09-10 06:32:00.347281
E0000761,F001603,WIND_ALERT,LOW,2025-10-04 22:38:09.457213
E0000762,F000930,BATTERY_DROP,LOW,2025-10-13 00:08:28.338773
E0000763,F001335,MOTOR_TEMP_HIGH,CRITICAL,2025-10-08 11:55:34.478743
E0000764,F000191,BATTERY_DROP,LOW,2025-11-12 17:58:26.539858
E0000765,F001066,BATTERY_DROP,LOW,2025-10-27 02:55:21.936074
E0000766,F000134,COMMS_LOSS,HIGH,2025-09-06 20:23:48.811330
E0000767,F000276,BATTERY_DROP,MEDIUM,2025-11-23 11:29:59.126388
E0000768,F001184,WIND_ALERT,LOW,2025-10-31 18:11:48.271180
E0000769,F000410,COMMS_LOSS,MEDIUM,2025-11-28 14:31:16.374628
E0000770,F000074,GPS_GLITCH,LOW,2025-10-11 05:40:29.284090
E0000771,F000358,HARD_LANDING,LOW,2025-11-26 15:24:49.003633
E0000772,F001546,COMMS_LOSS,LOW,2025-11-09 12:05:09.234224
E0000773,F001174,MOTOR_TEMP_HIGH,MEDIUM,2025-10-11 09:51:26.250262
E0000774,F000764,MOTOR_TEMP_HIGH,HIGH,2025-10-04 09:41:07.337688
E0000775,F001947,HARD_LANDING,LOW,2025-09-30 09:27:58.580760
E0000776,F000772,BATTERY_DROP,LOW,2025-10-19 21:17:27.379388
E0000777,F001755,GPS_GLITCH,LOW,2025-10-01 13:23:35.992687
E0000778,F000690,BATTERY_DROP,LOW,2025-11-16 21:23:06.201655
E0000779,F000051,BATTERY_DROP,LOW,2025-09-08 21:41:31.593984
E0000780,F000221,COMMS_LOSS,MEDIUM,2025-10-17 16:49:43.860103
E0000781,F000548,GPS_GLITCH,LOW,2025-11-23 19:48:00.815829
E0000782,F000374,MOTOR_TEMP_HIGH,HIGH,2025-10-13 19:04:15.687029
E0000783,F000315,MOTOR_TEMP_HIGH,LOW,2025-09-10 12:50:59.157249
E0000784,F000767,HARD_LANDING,LOW,2025-09-17 12:26:27.177771
E0000785,F001952,MOTOR_TEMP_HIGH,LOW,2025-11-24 14:10:12.534687
E0000786,F000402,WIND_ALERT,MEDIUM,2025-10-09 15:15:39.585829
E0000787,F000472,WIND_ALERT,LOW,2025-09-23 11:48:27.546952
E0000788,F001991,GPS_GLITCH,LOW,2025-11-01 16:36:24.310494
E0000789,F000403,COMMS_LOSS,LOW,2025-10-24 04:55:27.263297
E0000790,F001661,GPS_GLITCH,MEDIUM,2025-09-05 02:03:02.050329
E0000791,F001242,HARD_LANDING,HIGH,2025-10-21 10:52:01.166272
E0000792,F001856,MOTOR_TEMP_HIGH,LOW,2025-11-19 00:49:08.807920
E0000793,F001113,BATTERY_DROP,LOW,2025-10-20 23:57:05.591509
E0000794,F001187,GPS_GLITCH,LOW,2025-11-04 14:32:15.439918
E0000795,F000452,BATTERY_DROP,LOW,2025-10-23 03:44:16.180960
E0000796,F001150,HARD_LANDING,CRITICAL,2025-11-25 15:54:07.728277
E0000797,F001341,COMMS_LOSS,LOW,2025-11-17 15:41:14.679278
E0000798,F001974,GPS_GLITCH,MEDIUM,2025-10-20 03:25:18.367268
E0000799,F000195,BATTERY_DROP,HIGH,2025-11-25 18:18:25.479989
E0000800,F000314,BATTERY_DROP,MEDIUM,2025-11-15 16:24:30.681212
E0000801,F000039,MOTOR_TEMP_HIGH,LOW,2025-11-02 16:06:03.744792
E0000802,F001581,GPS_GLITCH,MEDIUM,2025-11-10 11:16:44.351622
E0000803,F000165,BATTERY_DROP,LOW,2025-09-10 18:40:32.652353
E0000804,F001831,HARD_LANDING,LOW,2025-09-05 12:20:22.517309
E0000805,F000730,MOTOR_TEMP_HIGH,CRITICAL,2025-11-02 18:30:04.991439
E0000806,F000577,COMMS_LOSS,LOW,2025-11-23 19:51:32.270999
E0000807,F001951,MOTOR_TEMP_HIGH,LOW,2025-11-10 00:58:48.161350
E0000808,F001441,MOTOR_TEMP_HIGH,LOW,2025-09-29 14:12:12.019062
E0000809,F001095,MOTOR_TEMP_HIGH,LOW,2025-09-04 16:29:48.492213
E0000810,F001778,BATTERY_DROP,MEDIUM,2025-11-14 07:13:09.082991
E0000811,F001510,GPS_GLITCH,MEDIUM,2025-09-15 01:33:37.074496
E0000812,F001275,WIND_ALERT,MEDIUM,2025-10-13 20:42:43.730897
E0000813,F000643,HARD_LANDING,LOW,2025-11-01 18:03:46.322776
E0000814,F001973,COMMS_LOSS,LOW,2025-10-19 18:58:53.019839
E0000815,F001439,GPS_GLITCH,LOW,2025-10-08 06:23:31.063707
E0000816,F001892,GPS_GLITCH,LOW,2025-10-23 12:50:41.028521
E0000817,F001933,GPS_GLITCH,MEDIUM,2025-10-10 14:31:14.602719
E0000818,F001099,WIND_ALERT,MEDIUM,2025-10-15 01:59:58.334134
E0000819,F000716,HARD_LANDING,HIGH,2025-11-27 03:23:28.744677
E0000820,F001895,MOTOR_TEMP_HIGH,MEDIUM,2025-10-11 11:20:00.889482
E0000821,F001999,WIND_ALERT,LOW,2025-10-25 22:22:52.133821
E0000822,F000244,GPS_GLITCH,MEDIUM,2025-11-20 06:55:20.344807
E0000823,F001277,MOTOR_TEMP_HIGH,MEDIUM,2025-11-29 12:39:21.831078
E0000824,F001205,GPS_GLITCH,CRITICAL,2025-10-24 13:58:03.469703
E0000825,F001498,BATTERY_DROP,LOW,2025-10-11 05:58:21.865530
E0000826,F001951,WIND_ALERT,MEDIUM,2025-11-10 00:52:16.164305
E0000827,F000505,HARD_LANDING,LOW,2025-11-16 09:04:25.583271
E0000828,F001952,GPS_GLITCH,MEDIUM,2025-11-24 13:51:46.175352
E0000829,F001287,GPS_GLITCH,HIGH,2025-09-17 16:06:50.725838
E0000830,F000166,MOTOR_TEMP_HIGH,HIGH,2025-10-30 22:45:28.254241
E0000831,F001023,GPS_GLITCH,LOW,2025-10-06 21:03:04.483930
E0000832,F000267,MOTOR_TEMP_HIGH,LOW,2025-09-21 16:11:21.908139
E0000833,F001913,MOTOR_TEMP_HIGH,MEDIUM,2025-11-06 11:29:24.020011
E0000834,F001527,BATTERY_DROP,MEDIUM,2025-10-22 00:38:07.547653
E0000835,F001810,BATTERY_DROP,HIGH,2025-11-27 09:29:10.623505
E0000836,F001206,GPS_GLITCH,LOW,2025-09-06 10:17:32.660888
E0000837,F000794,WIND_ALERT,HIGH,2025-10-12 13:32:18.440316
E0000838,F000857,BATTERY_DROP,MEDIUM,2025-11-06 07:26:03.592953
E0000839,F001894,MOTOR_TEMP_HIGH,LOW,2025-11-28 22:01:01.264677
E0000840,F000304,BATTERY_DROP,LOW,2025-10-17 21:26:43.452494
E0000841,F001770,COMMS_LOSS,MEDIUM,2025-09-30 13:43:21.561447
E0000842,F000845,GPS_GLITCH,LOW,2025-11-10 20:52:35.765979
E0000843,F001181,GPS_GLITCH,MEDIUM,2025-09-17 21:29:22.995468
E0000844,F001334,COMMS_LOSS,MEDIUM,2025-09-21 18:15:17.867504
E0000845,F000165,COMMS_LOSS,LOW,2025-09-10 18:47:18.253632
E0000846,F000298,BATTERY_DROP,LOW,2025-09-12 21:38:18.450621
E0000847,F000322,BATTERY_DROP,CRITICAL,2025-09-15 22:32:20.260046
E0000848,F001558,WIND_ALERT,MEDIUM,2025-11-01 09:16:54.931489
E0000849,F000154,GPS_GLITCH,MEDIUM,2025-09-26 14:45:21.791751
E0000850,F001222,GPS_GLITCH,MEDIUM,2025-09-28 04:03:43.804885
E0000851,F000216,BATTERY_DROP,MEDIUM,2025-11-16 02:58:33.086548
E0000852,F001536,BATTERY_DROP,HIGH,2025-11-24 20:08:48.328745
E0000853,F001954,MOTOR_TEMP_HIGH,MEDIUM,2025-11-07 14:53:49.570458
E0000854,F000829,COMMS_LOSS,LOW,2025-10-13 16:10:41.637246
E0000855,F000425,MOTOR_TEMP_HIGH,LOW,2025-10-22 09:55:07.262916
E0000856,F000890,MOTOR_TEMP_HIGH,LOW,2025-09-06 23:46:59.157753
E0000857,F001382,BATTERY_DROP,MEDIUM,2025-09-29 17:11:41.775834
E0000858,F001455,COMMS_LOSS,LOW,2025-11-03 17:36:08.007279
E0000859,F001274,GPS_GLITCH,MEDIUM,2025-11-17 11:47:53.758783
E0000860,F001164,BATTERY_DROP,CRITICAL,2025-10-08 08:30:26.491425
E0000861,F001263,COMMS_LOSS,LOW,2025-11-18 16:52:56.366871
E0000862,F000435,BATTERY_DROP,LOW,2025-09-10 03:37:01.712915
E0000863,F000414,GPS_GLITCH,MEDIUM,2025-11-11 08:13:11.391194
E0000864,F001862,BATTERY_DROP,LOW,2025-10-10 01:36:03.599382
E0000865,F001159,COMMS_LOSS,MEDIUM,2025-11-20 14:44:28.436063
E0000866,F001723,GPS_GLITCH,LOW,2025-11-08 09:47:46.692690
E0000867,F001252,COMMS_LOSS,LOW,2025-10-26 19:11:09.351957
E0000868,F000911,COMMS_LOSS,MEDIUM,2025-11-29 14:16:16.589093
E0000869,F001141,MOTOR_TEMP_HIGH,LOW,2025-09-05 09:57:53.988862
E0000870,F001384,GPS_GLITCH,LOW,2025-09-02 20:25:37.900987
E0000871,F000373,HARD_LANDING,LOW,2025-09-06 23:49:44.064122
E0000872,F000925,GPS_GLITCH,LOW,2025-09-01 23:15:31.809439
E0000873,F001447,WIND_ALERT,HIGH,2025-10-02 04:28:03.094342
E0000874,F000175,COMMS_LOSS,LOW,2025-11-09 04:35:42.347162
E0000875,F000147,GPS_GLITCH,LOW,2025-09-25 00:50:57.753057
E0000876,F000321,COMMS_LOSS,LOW,2025-11-26 23:11:04.874512
E0000877,F001183,MOTOR_TEMP_HIGH,LOW,2025-09-08 15:20:29.821622
E0000878,F000477,MOTOR_TEMP_HIGH,LOW,2025-10-14 00:26:17.450059
E0000879,F000873,BATTERY_DROP,MEDIUM,2025-10-15 11:31:50.910160
E0000880,F000268,MOTOR_TEMP_HIGH,LOW,2025-09-26 03:18:39.421342
E0000881,F000501,COMMS_LOSS,MEDIUM,2025-09-30 13:19:34.343527
E0000882,F000036,HARD_LANDING,LOW,2025-11-24 10:30:28.091860
E0000883,F001615,BATTERY_DROP,LOW,2025-10-23 07:00:59.379210
E0000884,F000934,MOTOR_TEMP_HIGH,LOW,2025-10-08 14:23:25.624491
E0000885,F000352,COMMS_LOSS,MEDIUM,2025-09-11 16:55:44.517959
E0000886,F001053,COMMS_LOSS,HIGH,2025-11-28 08:58:35.859370
E0000887,F001866,MOTOR_TEMP_HIGH,LOW,2025-10-15 17:03:13.493979
E0000888,F001650,BATTERY_DROP,CRITICAL,2025-10-14 00:56:18.901901
E0000889,F001770,COMMS_LOSS,LOW,2025-09-30 13:38:41.817046
E0000890,F000813,BATTERY_DROP,MEDIUM,2025-10-28 03:00:47.960909
E0000891,F000722,GPS_GLITCH,MEDIUM,2025-11-13 18:50:02.224912
E0000892,F000633,MOTOR_TEMP_HIGH,LOW,2025-09-11 16:18:33.353041
E0000893,F000611,BATTERY_DROP,LOW,2025-10-10 10:12:35.106124
E0000894,F001840,GPS_GLITCH,LOW,2025-10-28 08:40:03.008279
E0000895,F000275,GPS_GLITCH,MEDIUM,2025-10-16 13:43:48.197051
E0000896,F001703,COMMS_LOSS,LOW,2025-10-19 19:35:06.984449
E0000897,F001833,WIND_ALERT,HIGH,2025-10-01 20:06:49.524675
E0000898,F001689,MOTOR_TEMP_HIGH,LOW,2025-09-07 11:16:09.524795
E0000899,F001256,GPS_GLITCH,HIGH,2025-11-16 21:57:34.589603
E0000900,F001712,HARD_LANDING,LOW,2025-10-04 18:01:24.458252
E0000901,F000064,BATTERY_DROP,MEDIUM,2025-09-24 17:12:27.024331
E0000902,F001635,WIND_ALERT,LOW,2025-11-01 14:47:03.407092
E0000903,F001022,MOTOR_TEMP_HIGH,LOW,2025-09-02 23:45:19.217713
E0000904,F001917,GPS_GLITCH,LOW,2025-10-21 13:34:36.209174
E0000905,F000172,MOTOR_TEMP_HIGH,MEDIUM,2025-11-05 17:34:23.396480
E0000906,F001861,BATTERY_DROP,LOW,2025-09-12 14:43:34.108056
E0000907,F001148,COMMS_LOSS,MEDIUM,2025-10-10 22:36:34.567205
E0000908,F000208,GPS_GLITCH,CRITICAL,2025-09-27 21:45:15.062102
E0000909,F001018,HARD_LANDING,LOW,2025-11-16 07:45:05.799996
E0000910,F000075,COMMS_LOSS,LOW,2025-11-21 05:48:05.203918
E0000911,F000166,HARD_LANDING,LOW,2025-10-30 22:36:06.451251
E0000912,F001064,HARD_LANDING,LOW,2025-09-26 15:10:30.969907
E0000913,F001632,GPS_GLITCH,LOW,2025-09-30 21:54:53.479723
E0000914,F000217,MOTOR_TEMP_HIGH,MEDIUM,2025-11-20 04:10:43.063126
E0000915,F000525,HARD_LANDING,LOW,2025-09-12 21:47:44.245697
E0000916,F000783,BATTERY_DROP,LOW,2025-09-28 02:58:59.011248
E0000917,F001083,GPS_GLITCH,MEDIUM,2025-11-28 14:42:40.771888
E0000918,F000002,BATTERY_DROP,LOW,2025-09-04 03:05:11.304929
E0000919,F001279,GPS_GLITCH,MEDIUM,2025-10-31 17:19:41.419418
E0000920,F000996,HARD_LANDING,HIGH,2025-11-19 07:39:33.436489
E0000921,F001925,MOTOR_TEMP_HIGH,LOW,2025-10-08 17:49:55.244847
E0000922,F000603,COMMS_LOSS,LOW,2025-09-29 07:19:04.634865
E0000923,F000988,WIND_ALERT,HIGH,2025-11-11 12:16:57.489462
E0000924,F000164,BATTERY_DROP,MEDIUM,2025-09-29 10:08:59.158076
E0000925,F001835,COMMS_LOSS,MEDIUM,2025-11-11 12:03:55.540714
E0000926,F001668,GPS_GLITCH,MEDIUM,2025-10-31 14:56:17.687602
E0000927,F000710,GPS_GLITCH,LOW,2025-09-26 22:02:34.469510
E0000928,F000921,GPS_GLITCH,LOW,2025-10-05 21:46:16.065126
E0000929,F001715,BATTERY_DROP,MEDIUM,2025-11-06 04:09:38.204883
E0000930,F000591,BATTERY_DROP,MEDIUM,2025-10-31 09:56:22.182692
E0000931,F000472,MOTOR_TEMP_HIGH,MEDIUM,2025-09-23 12:03:21.803208
E0000932,F000484,GPS_GLITCH,LOW,2025-10-16 11:08:54.774831
E0000933,F001415,GPS_GLITCH,HIGH,2025-11-17 00:04:25.722656
E0000934,F000423,COMMS_LOSS,LOW,2025-09-23 10:59:19.478627
E0000935,F000178,GPS_GLITCH,LOW,2025-10-26 07:38:08.478813
E0000936,F000331,HARD_LANDING,LOW,2025-11-10 15:16:55.655906
E0000937,F001973,WIND_ALERT,LOW,2025-10-19 19:03:09.798581
E0000938,F001746,COMMS_LOSS,MEDIUM,2025-09-17 16:27:59.450739
E0000939,F001908,MOTOR_TEMP_HIGH,LOW,2025-10-03 12:36:06.780025
E0000940,F000555,COMMS_LOSS,MEDIUM,2025-09-09 13:25:06.249700
E0000941,F000885,COMMS_LOSS,LOW,2025-10-01 02:03:15.910748
E0000942,F000982,WIND_ALERT,LOW,2025-11-16 21:10:34.437120
E0000943,F001048,WIND_ALERT,LOW,2025-09-16 08:03:47.783240
E0000944,F000054,BATTERY_DROP,LOW,2025-10-01 12:21:04.722743
E0000945,F001196,MOTOR_TEMP_HIGH,MEDIUM,2025-10-19 01:48:55.978914
E0000946,F000078,HARD_LANDING,LOW,2025-11-03 08:42:42.658217
E0000947,F000551,GPS_GLITCH,LOW,2025-09-23 19:28:31.804903
E0000948,F000585,MOTOR_TEMP_HIGH,LOW,2025-10-30 05:05:17.059716
E0000949,F001349,COMMS_LOSS,LOW,2025-09-30 23:37:26.394814
E0000950,F001793,COMMS_LOSS,LOW,2025-10-20 21:35:52.128767
E0000951,F001398,BATTERY_DROP,CRITICAL,2025-09-09 00:04:00.641981
E0000952,F000871,BATTERY_DROP,LOW,2025-11-15 09:03:17.194204
E0000953,F001051,GPS_GLITCH,LOW,2025-10-28 01:03:31.985762
E0000954,F001025,MOTOR_TEMP_HIGH,HIGH,2025-11-22 13:48:41.404649
E0000955,F000296,WIND_ALERT,MEDIUM,2025-11-27 14:11:01.561839
E0000956,F001915,HARD_LANDING,LOW,2025-10-07 06:51:13.814848
E0000957,F001839,BATTERY_DROP,MEDIUM,2025-11-07 13:51:59.500405
E0000958,F000481,BATTERY_DROP,HIGH,2025-09-21 22:25:51.989764
E0000959,F000231,COMMS_LOSS,LOW,2025-09-09 12:05:16.267143
E0000960,F000331,COMMS_LOSS,LOW,2025-11-10 15:16:04.482250
E0000961,F001259,MOTOR_TEMP_HIGH,HIGH,2025-09-30 00:44:36.606087
E0000962,F000059,BATTERY_DROP,MEDIUM,2025-11-02 23:37:31.175028
E0000963,F000207,GPS_GLITCH,CRITICAL,2025-09-05 01:17:10.525059
E0000964,F001297,COMMS_LOSS,LOW,2025-10-17 03:32:52.613066
E0000965,F000293,MOTOR_TEMP_HIGH,HIGH,2025-11-23 11:57:36.039385
E0000966,F000138,BATTERY_DROP,LOW,2025-10-31 09:52:15.066716
E0000967,F000042,WIND_ALERT,MEDIUM,2025-09-15 23:13:27.470625
E0000968,F001412,COMMS_LOSS,HIGH,2025-11-20 17:13:22.527554
E0000969,F000727,WIND_ALERT,LOW,2025-09-19 04:23:13.631068
E0000970,F000569,MOTOR_TEMP_HIGH,LOW,2025-11-08 18:17:12.602213
E0000971,F001280,MOTOR_TEMP_HIGH,MEDIUM,2025-09-24 00:34:07.228583
E0000972,F000342,WIND_ALERT,HIGH,2025-10-01 01:58:54.455286
E0000973,F001044,WIND_ALERT,LOW,2025-10-21 23:45:59.193760
E0000974,F000968,WIND_ALERT,HIGH,2025-09-18 07:59:31.358823
E0000975,F001350,HARD_LANDING,LOW,2025-10-07 21:54:14.693247
E0000976,F001248,MOTOR_TEMP_HIGH,LOW,2025-11-28 13:27:31.296454
E0000977,F001351,GPS_GLITCH,LOW,2025-10-09 19:39:28.827379
E0000978,F000427,BATTERY_DROP,HIGH,2025-10-08 11:16:42.149708
E0000979,F000281,WIND_ALERT,LOW,2025-09-18 23:31:13.845496
E0000980,F001068,BATTERY_DROP,MEDIUM,2025-10-12 11:18:11.622878
E0000981,F000115,COMMS_LOSS,LOW,2025-10-23 21:45:38.002679
E0000982,F000909,WIND_ALERT,HIGH,2025-11-26 06:22:26.106404
E0000983,F001251,WIND_ALERT,MEDIUM,2025-10-24 04:19:32.394447
E0000984,F001642,WIND_ALERT,LOW,2025-09-18 20:06:22.684814
E0000985,F001307,MOTOR_TEMP_HIGH,LOW,2025-09-04 16:50:33.344234
E0000986,F001990,MOTOR_TEMP_HIGH,LOW,2025-10-10 15:16:58.228373
E0000987,F001114,WIND_ALERT,LOW,2025-10-19 15:23:57.658208
E0000988,F000893,GPS_GLITCH,HIGH,2025-09-02 07:48:12.091604
E0000989,F000492,GPS_GLITCH,MEDIUM,2025-09-22 04:48:48.593299
E0000990,F001347,WIND_ALERT,LOW,2025-10-15 01:43:57.223752
E0000991,F001622,COMMS_LOSS,MEDIUM,2025-10-16 09:34:20.950666
E0000992,F000642,MOTOR_TEMP_HIGH,LOW,2025-09-03 22:06:56.382801
E0000993,F000152,GPS_GLITCH,LOW,2025-11-16 11:37:19.931278
E0000994,F000021,MOTOR_TEMP_HIGH,LOW,2025-11-13 06:38:18.004488
E0000995,F001265,WIND_ALERT,LOW,2025-09-26 11:50:53.309010
E0000996,F001327,MOTOR_TEMP_HIGH,MEDIUM,2025-11-02 20:12:32.249482
E0000997,F000241,BATTERY_DROP,LOW,2025-09-12 01:39:31.435726
E0000998,F000046,MOTOR_TEMP_HIGH,MEDIUM,2025-11-01 13:03:39.207323
E0000999,F001309,HARD_LANDING,LOW,2025-09-23 03:35:29.431842
E0001000,F000796,WIND_ALERT,MEDIUM,2025-11-02 04:23:30.498687
E0001001,F000836,BATTERY_DROP,LOW,2025-10-24 01:52:11.819281
E0001002,F000525,MOTOR_TEMP_HIGH,LOW,2025-09-12 21:36:29.123342
E0001003,F001437,BATTERY_DROP,LOW,2025-09-20 11:25:15.927854
E0001004,F001490,MOTOR_TEMP_HIGH,LOW,2025-10-08 08:51:24.023332
E0001005,F000105,GPS_GLITCH,LOW,2025-09-04 17:54:25.294584
E0001006,F000179,MOTOR_TEMP_HIGH,LOW,2025-11-22 10:37:35.515833
E0001007,F001111,MOTOR_TEMP_HIGH,MEDIUM,2025-09-08 15:15:36.008734
E0001008,F001207,BATTERY_DROP,LOW,2025-10-06 07:56:39.337602
E0001009,F000290,BATTERY_DROP,MEDIUM,2025-10-10 01:11:27.947446
E0001010,F000317,GPS_GLITCH,MEDIUM,2025-09-13 15:14:07.237090
E0001011,F001365,GPS_GLITCH,LOW,2025-11-01 12:01:09.754486
E0001012,F000910,COMMS_LOSS,MEDIUM,2025-09-07 21:50:52.059464
E0001013,F000240,GPS_GLITCH,LOW,2025-09-03 20:58:41.118495
E0001014,F001220,GPS_GLITCH,MEDIUM,2025-10-20 22:31:46.297976
E0001015,F000148,WIND_ALERT,MEDIUM,2025-11-25 20:12:00.296619
E0001016,F000462,BATTERY_DROP,MEDIUM,2025-09-30 02:05:10.695395
E0001017,F001427,HARD_LANDING,LOW,2025-10-03 13:08:31.584253
E0001018,F000445,MOTOR_TEMP_HIGH,MEDIUM,2025-11-15 22:22:45.160375
E0001019,F000128,COMMS_LOSS,LOW,2025-09-14 15:29:42.809650
E0001020,F001920,MOTOR_TEMP_HIGH,LOW,2025-10-24 01:49:40.526820
